Sent: {'order_id': 1001, 'customer_id': 185, 'product_id': 46, 'quantity': 9, 'price': 405.37, 'order_time': '2026-09-10 20:09:26'}
Sent: {'order_id': 1417, 'customer_id': 202, 'product_id': 23, 'quantity': 7, 'price': 349.72, 'order_time': '2026-09-10 20:20:00'}
Sent: {'order_id': 1418, 'customer_id': 448, 'product_id': 42, 'quantity': 4, 'price': 55.25, 'order_time': '2026-09-10 20:20:02'}
Sent: {'order_id': 1419, 'customer_id': 165, 'product_id': 25, 'quantity': 4, 'price': 376.22, 'order_time': '2026-09-10 20:20:03'}
Sent: {'order_id': 1420, 'customer_id': 162, 'product_id': 23, 'quantity': 5, 'price': 313.95, 'order_time': '2026-09-10 20:20:05'}
Sent: {'order_id': 1421, 'customer_id': 402, 'product_id': 2, 'quantity': 2, 'price': 406.22, 'order_time': '2026-09-10 20:20:07'}
Sent: {'order_id': 1422, 'customer_id': 303, 'product_id': 18, 'quantity': 6, 'price': 200.65, 'order_time': '2026-09-10 20:20:08'}
Sent: {'order_id': 1423, 'customer_id': 315, 'product_id': 4, 'quantity': 2, 'price': 84.85, 'order_time': '2026-09-10 20:20:09'}
Sent: {'order_id': 1424, 'customer_id': 251, 'product_id': 16, 'quantity': 7, 'price': 424.37, 'order_time': '2026-09-10 20:20:11'}
Sent: {'order_id': 1425, 'customer_id': 304, 'product_id': 29, 'quantity': 6, 'price': 178.94, 'order_time': '2026-09-10 20:20:12'}
Sent: {'order_id': 1426, 'customer_id': 467, 'product_id': 26, 'quantity': 1, 'price': 326.1, 'order_time': '2026-09-10 20:20:14'}
Sent: {'order_id': 1427, 'customer_id': 223, 'product_id': 12, 'quantity': 6, 'price': 323.53, 'order_time': '2026-09-10 20:20:15'}
Sent: {'order_id': 1428, 'customer_id': 252, 'product_id': 7, 'quantity': 5, 'price': 96.44, 'order_time': '2026-09-10 20:20:17'}
Sent: {'order_id': 1429, 'customer_id': 251, 'product_id': 38, 'quantity': 4, 'price': 164.74, 'order_time': '2026-09-10 20:20:18'}
Sent: {'order_id': 1430, 'customer_id': 382, 'product_id': 4, 'quantity': 9, 'price': 231.02, 'order_time': '2026-09-10 20:20:19'}
Sent: {'order_id': 1431, 'customer_id': 260, 'product_id': 48, 'quantity': 10, 'price': 114.97, 'order_time': '2026-09-10 20:20:20'}
Sent: {'order_id': 1432, 'customer_id': 456, 'product_id': 38, 'quantity': 5, 'price': 274.04, 'order_time': '2026-09-10 20:20:22'}
Sent: {'order_id': 1433, 'customer_id': 115, 'product_id': 15, 'quantity': 7, 'price': 93.54, 'order_time': '2026-09-10 20:20:23'}
Sent: {'order_id': 1434, 'customer_id': 419, 'product_id': 47, 'quantity': 4, 'price': 279.6, 'order_time': '2026-09-10 20:20:24'}
Sent: {'order_id': 1435, 'customer_id': 194, 'product_id': 24, 'quantity': 8, 'price': 359.4, 'order_time': '2026-09-10 20:20:26'}
Sent: {'order_id': 1436, 'customer_id': 225, 'product_id': 19, 'quantity': 7, 'price': 432.47, 'order_time': '2026-09-10 20:20:28'}
Sent: {'order_id': 1437, 'customer_id': 214, 'product_id': 14, 'quantity': 4, 'price': 478.67, 'order_time': '2026-09-10 20:20:30'}
Sent: {'order_id': 1438, 'customer_id': 144, 'product_id': 41, 'quantity': 6, 'price': 113.75, 'order_time': '2026-09-10 20:20:31'}
Sent: {'order_id': 1439, 'customer_id': 339, 'product_id': 33, 'quantity': 2, 'price': 419.15, 'order_time': '2026-09-10 20:20:33'}
Sent: {'order_id': 1440, 'customer_id': 110, 'product_id': 26, 'quantity': 2, 'price': 207.84, 'order_time': '2026-09-10 20:20:34'}
Sent: {'order_id': 1441, 'customer_id': 104, 'product_id': 6, 'quantity': 9, 'price': 165.47, 'order_time': '2026-09-10 20:20:35'}
Sent: {'order_id': 1442, 'customer_id': 486, 'product_id': 24, 'quantity': 3, 'price': 21.71, 'order_time': '2026-09-10 20:20:37'}
Sent: {'order_id': 1443, 'customer_id': 233, 'product_id': 35, 'quantity': 2, 'price': 441.74, 'order_time': '2026-09-10 20:20:39'}
Sent: {'order_id': 1444, 'customer_id': 130, 'product_id': 47, 'quantity': 1, 'price': 383.71, 'order_time': '2026-09-10 20:20:40'}
Sent: {'order_id': 1445, 'customer_id': 292, 'product_id': 44, 'quantity': 10, 'price': 404.63, 'order_time': '2026-09-10 20:20:42'}
Sent: {'order_id': 1446, 'customer_id': 295, 'product_id': 16, 'quantity': 3, 'price': 186.3, 'order_time': '2026-09-10 20:20:44'}
Sent: {'order_id': 1447, 'customer_id': 440, 'product_id': 49, 'quantity': 7, 'price': 426.09, 'order_time': '2026-09-10 20:20:45'}
Sent: {'order_id': 1448, 'customer_id': 198, 'product_id': 19, 'quantity': 4, 'price': 43.62, 'order_time': '2026-09-10 20:20:47'}
Sent: {'order_id': 1449, 'customer_id': 451, 'product_id': 28, 'quantity': 6, 'price': 399.38, 'order_time': '2026-09-10 20:20:48'}
Sent: {'order_id': 1450, 'customer_id': 240, 'product_id': 22, 'quantity': 4, 'price': 240.07, 'order_time': '2026-09-10 20:20:49'}
Sent: {'order_id': 1451, 'customer_id': 430, 'product_id': 39, 'quantity': 8, 'price': 336.83, 'order_time': '2026-09-10 20:20:51'}
Sent: {'order_id': 1452, 'customer_id': 364, 'product_id': 36, 'quantity': 9, 'price': 482.78, 'order_time': '2026-09-10 20:20:52'}
Sent: {'order_id': 1453, 'customer_id': 352, 'product_id': 15, 'quantity': 3, 'price': 219.9, 'order_time': '2026-09-10 20:20:54'}
Sent: {'order_id': 1454, 'customer_id': 177, 'product_id': 45, 'quantity': 1, 'price': 176.52, 'order_time': '2026-09-10 20:20:56'}
Sent: {'order_id': 1455, 'customer_id': 484, 'product_id': 42, 'quantity': 2, 'price': 183.68, 'order_time': '2026-09-10 20:20:58'}
Sent: {'order_id': 1456, 'customer_id': 214, 'product_id': 49, 'quantity': 3, 'price': 428.0, 'order_time': '2026-09-10 20:21:00'}
Sent: {'order_id': 1457, 'customer_id': 120, 'product_id': 36, 'quantity': 2, 'price': 281.04, 'order_time': '2026-09-10 20:21:01'}
Sent: {'order_id': 1458, 'customer_id': 131, 'product_id': 17, 'quantity': 10, 'price': 112.35, 'order_time': '2026-09-10 20:21:03'}
Sent: {'order_id': 1459, 'customer_id': 442, 'product_id': 23, 'quantity': 4, 'price': 185.39, 'order_time': '2026-09-10 20:21:05'}
Sent: {'order_id': 1460, 'customer_id': 119, 'product_id': 35, 'quantity': 8, 'price': 332.59, 'order_time': '2026-09-10 20:21:06'}
Sent: {'order_id': 1461, 'customer_id': 110, 'product_id': 11, 'quantity': 2, 'price': 207.32, 'order_time': '2026-09-10 20:21:07'}
Sent: {'order_id': 1462, 'customer_id': 250, 'product_id': 8, 'quantity': 2, 'price': 105.73, 'order_time': '2026-09-10 20:21:09'}
Sent: {'order_id': 1463, 'customer_id': 346, 'product_id': 49, 'quantity': 2, 'price': 283.96, 'order_time': '2026-09-10 20:21:10'}
Sent: {'order_id': 1464, 'customer_id': 441, 'product_id': 31, 'quantity': 8, 'price': 135.1, 'order_time': '2026-09-10 20:21:11'}
Sent: {'order_id': 1465, 'customer_id': 263, 'product_id': 13, 'quantity': 3, 'price': 232.31, 'order_time': '2026-09-10 20:21:13'}
Sent: {'order_id': 1466, 'customer_id': 457, 'product_id': 1, 'quantity': 10, 'price': 343.91, 'order_time': '2026-09-10 20:21:15'}
Sent: {'order_id': 1467, 'customer_id': 291, 'product_id': 35, 'quantity': 9, 'price': 42.01, 'order_time': '2026-09-10 20:21:16'}
Sent: {'order_id': 1468, 'customer_id': 372, 'product_id': 31, 'quantity': 9, 'price': 368.25, 'order_time': '2026-09-10 20:21:18'}
Sent: {'order_id': 1469, 'customer_id': 188, 'product_id': 27, 'quantity': 5, 'price': 186.9, 'order_time': '2026-09-10 20:21:19'}
Sent: {'order_id': 1470, 'customer_id': 363, 'product_id': 10, 'quantity': 2, 'price': 193.17, 'order_time': '2026-09-10 20:21:20'}
Sent: {'order_id': 1471, 'customer_id': 186, 'product_id': 43, 'quantity': 9, 'price': 148.25, 'order_time': '2026-09-10 20:21:22'}
Sent: {'order_id': 1472, 'customer_id': 298, 'product_id': 32, 'quantity': 3, 'price': 449.86, 'order_time': '2026-09-10 20:21:24'}
Sent: {'order_id': 1473, 'customer_id': 240, 'product_id': 50, 'quantity': 7, 'price': 241.53, 'order_time': '2026-09-10 20:21:25'}
Sent: {'order_id': 1474, 'customer_id': 238, 'product_id': 31, 'quantity': 9, 'price': 420.42, 'order_time': '2026-09-10 20:21:26'}
Sent: {'order_id': 1475, 'customer_id': 262, 'product_id': 1, 'quantity': 9, 'price': 220.4, 'order_time': '2026-09-10 20:21:27'}
Sent: {'order_id': 1476, 'customer_id': 216, 'product_id': 2, 'quantity': 4, 'price': 367.99, 'order_time': '2026-09-10 20:21:29'}
Sent: {'order_id': 1477, 'customer_id': 394, 'product_id': 31, 'quantity': 8, 'price': 172.43, 'order_time': '2026-09-10 20:21:30'}
Sent: {'order_id': 1478, 'customer_id': 421, 'product_id': 23, 'quantity': 9, 'price': 172.23, 'order_time': '2026-09-10 20:21:32'}
Sent: {'order_id': 1479, 'customer_id': 248, 'product_id': 8, 'quantity': 2, 'price': 477.67, 'order_time': '2026-09-10 20:21:33'}
Sent: {'order_id': 1480, 'customer_id': 386, 'product_id': 47, 'quantity': 3, 'price': 239.27, 'order_time': '2026-09-10 20:21:34'}
Sent: {'order_id': 1481, 'customer_id': 130, 'product_id': 50, 'quantity': 5, 'price': 253.44, 'order_time': '2026-09-10 20:21:36'}
Sent: {'order_id': 1482, 'customer_id': 233, 'product_id': 11, 'quantity': 6, 'price': 21.95, 'order_time': '2026-09-10 20:21:37'}
Sent: {'order_id': 1483, 'customer_id': 354, 'product_id': 50, 'quantity': 8, 'price': 195.17, 'order_time': '2026-09-10 20:21:39'}
Sent: {'order_id': 1484, 'customer_id': 306, 'product_id': 49, 'quantity': 3, 'price': 346.76, 'order_time': '2026-09-10 20:21:40'}
Sent: {'order_id': 1485, 'customer_id': 472, 'product_id': 5, 'quantity': 10, 'price': 109.69, 'order_time': '2026-09-10 20:21:42'}
Sent: {'order_id': 1486, 'customer_id': 126, 'product_id': 33, 'quantity': 2, 'price': 257.27, 'order_time': '2026-09-10 20:21:43'}
Sent: {'order_id': 1487, 'customer_id': 200, 'product_id': 16, 'quantity': 5, 'price': 402.71, 'order_time': '2026-09-10 20:21:45'}
Sent: {'order_id': 1488, 'customer_id': 258, 'product_id': 25, 'quantity': 7, 'price': 416.03, 'order_time': '2026-09-10 20:21:46'}
Sent: {'order_id': 1489, 'customer_id': 371, 'product_id': 7, 'quantity': 7, 'price': 323.02, 'order_time': '2026-09-10 20:21:47'}
Sent: {'order_id': 1490, 'customer_id': 115, 'product_id': 20, 'quantity': 9, 'price': 331.08, 'order_time': '2026-09-10 20:21:49'}
Sent: {'order_id': 1491, 'customer_id': 288, 'product_id': 7, 'quantity': 6, 'price': 189.37, 'order_time': '2026-09-10 20:21:50'}
Sent: {'order_id': 1492, 'customer_id': 453, 'product_id': 26, 'quantity': 4, 'price': 448.66, 'order_time': '2026-09-10 20:21:52'}
Sent: {'order_id': 1493, 'customer_id': 453, 'product_id': 13, 'quantity': 8, 'price': 91.25, 'order_time': '2026-09-10 20:21:54'}
Sent: {'order_id': 1494, 'customer_id': 220, 'product_id': 42, 'quantity': 2, 'price': 194.45, 'order_time': '2026-09-10 20:21:55'}
Sent: {'order_id': 1495, 'customer_id': 399, 'product_id': 10, 'quantity': 8, 'price': 84.1, 'order_time': '2026-09-10 20:21:57'}
Sent: {'order_id': 1496, 'customer_id': 483, 'product_id': 45, 'quantity': 9, 'price': 33.03, 'order_time': '2026-09-10 20:21:58'}
Sent: {'order_id': 1497, 'customer_id': 419, 'product_id': 27, 'quantity': 3, 'price': 95.53, 'order_time': '2026-09-10 20:21:59'}
Sent: {'order_id': 1498, 'customer_id': 472, 'product_id': 29, 'quantity': 4, 'price': 275.0, 'order_time': '2026-09-10 20:22:01'}
Sent: {'order_id': 1499, 'customer_id': 132, 'product_id': 50, 'quantity': 7, 'price': 244.8, 'order_time': '2026-09-10 20:22:02'}
Sent: {'order_id': 1500, 'customer_id': 224, 'product_id': 50, 'quantity': 6, 'price': 169.85, 'order_time': '2026-09-10 20:22:04'}
Sent: {'order_id': 1501, 'customer_id': 387, 'product_id': 48, 'quantity': 9, 'price': 437.78, 'order_time': '2026-09-10 20:22:05'}
Sent: {'order_id': 1502, 'customer_id': 133, 'product_id': 37, 'quantity': 5, 'price': 15.64, 'order_time': '2026-09-10 20:22:07'}
Sent: {'order_id': 1503, 'customer_id': 221, 'product_id': 1, 'quantity': 9, 'price': 394.76, 'order_time': '2026-09-10 20:22:08'}
Sent: {'order_id': 1504, 'customer_id': 275, 'product_id': 3, 'quantity': 2, 'price': 245.82, 'order_time': '2026-09-10 20:22:10'}
Sent: {'order_id': 1505, 'customer_id': 356, 'product_id': 3, 'quantity': 1, 'price': 317.69, 'order_time': '2026-09-10 20:22:11'}
Sent: {'order_id': 1506, 'customer_id': 198, 'product_id': 29, 'quantity': 5, 'price': 235.87, 'order_time': '2026-09-10 20:22:13'}
Sent: {'order_id': 1507, 'customer_id': 488, 'product_id': 48, 'quantity': 2, 'price': 16.51, 'order_time': '2026-09-10 20:22:14'}
Sent: {'order_id': 1508, 'customer_id': 321, 'product_id': 27, 'quantity': 7, 'price': 187.83, 'order_time': '2026-09-10 20:22:16'}
Sent: {'order_id': 1509, 'customer_id': 145, 'product_id': 1, 'quantity': 5, 'price': 137.69, 'order_time': '2026-09-10 20:22:18'}
Sent: {'order_id': 1510, 'customer_id': 426, 'product_id': 46, 'quantity': 5, 'price': 183.74, 'order_time': '2026-09-10 20:22:20'}
Sent: {'order_id': 1511, 'customer_id': 294, 'product_id': 40, 'quantity': 5, 'price': 202.01, 'order_time': '2026-09-10 20:22:21'}
Sent: {'order_id': 1512, 'customer_id': 339, 'product_id': 9, 'quantity': 7, 'price': 446.32, 'order_time': '2026-09-10 20:22:23'}
Sent: {'order_id': 1513, 'customer_id': 164, 'product_id': 13, 'quantity': 3, 'price': 253.88, 'order_time': '2026-09-10 20:22:25'}
Sent: {'order_id': 1514, 'customer_id': 450, 'product_id': 47, 'quantity': 5, 'price': 473.08, 'order_time': '2026-09-10 20:22:26'}
Sent: {'order_id': 1515, 'customer_id': 341, 'product_id': 6, 'quantity': 10, 'price': 322.92, 'order_time': '2026-09-10 20:22:27'}
Sent: {'order_id': 1516, 'customer_id': 295, 'product_id': 23, 'quantity': 6, 'price': 124.25, 'order_time': '2026-09-10 20:22:28'}
Sent: {'order_id': 1517, 'customer_id': 151, 'product_id': 15, 'quantity': 8, 'price': 129.78, 'order_time': '2026-09-10 20:22:30'}
Sent: {'order_id': 1518, 'customer_id': 333, 'product_id': 5, 'quantity': 1, 'price': 456.27, 'order_time': '2026-09-10 20:22:32'}
Sent: {'order_id': 1519, 'customer_id': 446, 'product_id': 29, 'quantity': 4, 'price': 479.93, 'order_time': '2026-09-10 20:22:33'}
Sent: {'order_id': 1520, 'customer_id': 147, 'product_id': 34, 'quantity': 5, 'price': 210.95, 'order_time': '2026-09-10 20:22:35'}
Sent: {'order_id': 1521, 'customer_id': 429, 'product_id': 42, 'quantity': 1, 'price': 222.42, 'order_time': '2026-09-10 20:22:37'}
Sent: {'order_id': 1522, 'customer_id': 182, 'product_id': 42, 'quantity': 6, 'price': 214.74, 'order_time': '2026-09-10 20:22:39'}
Sent: {'order_id': 1523, 'customer_id': 297, 'product_id': 16, 'quantity': 3, 'price': 390.98, 'order_time': '2026-09-10 20:22:40'}
Sent: {'order_id': 1524, 'customer_id': 378, 'product_id': 22, 'quantity': 2, 'price': 28.02, 'order_time': '2026-09-10 20:22:42'}
Sent: {'order_id': 1525, 'customer_id': 350, 'product_id': 45, 'quantity': 4, 'price': 281.05, 'order_time': '2026-09-10 20:22:43'}
Sent: {'order_id': 1526, 'customer_id': 399, 'product_id': 30, 'quantity': 9, 'price': 20.2, 'order_time': '2026-09-10 20:22:44'}
Sent: {'order_id': 1527, 'customer_id': 202, 'product_id': 33, 'quantity': 10, 'price': 181.7, 'order_time': '2026-09-10 20:22:46'}
Sent: {'order_id': 1528, 'customer_id': 102, 'product_id': 47, 'quantity': 2, 'price': 155.45, 'order_time': '2026-09-10 20:22:48'}
Sent: {'order_id': 1529, 'customer_id': 205, 'product_id': 18, 'quantity': 2, 'price': 370.1, 'order_time': '2026-09-10 20:22:49'}
Sent: {'order_id': 1530, 'customer_id': 113, 'product_id': 20, 'quantity': 3, 'price': 295.8, 'order_time': '2026-09-10 20:22:51'}
Sent: {'order_id': 1531, 'customer_id': 320, 'product_id': 15, 'quantity': 8, 'price': 374.54, 'order_time': '2026-09-10 20:22:52'}
Sent: {'order_id': 1532, 'customer_id': 342, 'product_id': 11, 'quantity': 6, 'price': 15.65, 'order_time': '2026-09-10 20:22:54'}
Sent: {'order_id': 1533, 'customer_id': 475, 'product_id': 19, 'quantity': 5, 'price': 116.15, 'order_time': '2026-09-10 20:22:56'}
Sent: {'order_id': 1534, 'customer_id': 322, 'product_id': 1, 'quantity': 5, 'price': 352.1, 'order_time': '2026-09-10 20:22:57'}
Sent: {'order_id': 1535, 'customer_id': 428, 'product_id': 2, 'quantity': 4, 'price': 124.22, 'order_time': '2026-09-10 20:22:59'}
Sent: {'order_id': 1536, 'customer_id': 468, 'product_id': 36, 'quantity': 6, 'price': 148.42, 'order_time': '2026-09-10 20:23:01'}
Sent: {'order_id': 1537, 'customer_id': 281, 'product_id': 18, 'quantity': 7, 'price': 226.5, 'order_time': '2026-09-10 20:23:02'}
Sent: {'order_id': 1538, 'customer_id': 413, 'product_id': 9, 'quantity': 3, 'price': 341.64, 'order_time': '2026-09-10 20:23:04'}
Sent: {'order_id': 1539, 'customer_id': 454, 'product_id': 11, 'quantity': 4, 'price': 76.45, 'order_time': '2026-09-10 20:23:05'}
Sent: {'order_id': 1540, 'customer_id': 488, 'product_id': 15, 'quantity': 9, 'price': 337.6, 'order_time': '2026-09-10 20:23:06'}
Sent: {'order_id': 1541, 'customer_id': 481, 'product_id': 11, 'quantity': 9, 'price': 378.23, 'order_time': '2026-09-10 20:23:07'}
Sent: {'order_id': 1542, 'customer_id': 322, 'product_id': 11, 'quantity': 3, 'price': 45.36, 'order_time': '2026-09-10 20:23:08'}
Sent: {'order_id': 1543, 'customer_id': 254, 'product_id': 14, 'quantity': 7, 'price': 7.94, 'order_time': '2026-09-10 20:23:10'}
Sent: {'order_id': 1544, 'customer_id': 217, 'product_id': 48, 'quantity': 4, 'price': 419.82, 'order_time': '2026-09-10 20:23:11'}
Sent: {'order_id': 1545, 'customer_id': 331, 'product_id': 47, 'quantity': 6, 'price': 18.73, 'order_time': '2026-09-10 20:23:13'}
Sent: {'order_id': 1546, 'customer_id': 356, 'product_id': 43, 'quantity': 8, 'price': 481.24, 'order_time': '2026-09-10 20:23:14'}
Sent: {'order_id': 1547, 'customer_id': 238, 'product_id': 24, 'quantity': 3, 'price': 256.42, 'order_time': '2026-09-10 20:23:16'}
Sent: {'order_id': 1548, 'customer_id': 186, 'product_id': 12, 'quantity': 1, 'price': 238.01, 'order_time': '2026-09-10 20:23:17'}
Sent: {'order_id': 1549, 'customer_id': 148, 'product_id': 16, 'quantity': 9, 'price': 290.08, 'order_time': '2026-09-10 20:23:19'}
Sent: {'order_id': 1550, 'customer_id': 494, 'product_id': 17, 'quantity': 8, 'price': 338.63, 'order_time': '2026-09-10 20:23:20'}
Sent: {'order_id': 1551, 'customer_id': 358, 'product_id': 35, 'quantity': 2, 'price': 187.37, 'order_time': '2026-09-10 20:23:22'}
Sent: {'order_id': 1552, 'customer_id': 143, 'product_id': 34, 'quantity': 8, 'price': 209.56, 'order_time': '2026-09-10 20:23:23'}
Sent: {'order_id': 1553, 'customer_id': 267, 'product_id': 23, 'quantity': 5, 'price': 454.29, 'order_time': '2026-09-10 20:23:24'}
Sent: {'order_id': 1554, 'customer_id': 247, 'product_id': 27, 'quantity': 1, 'price': 106.83, 'order_time': '2026-09-10 20:23:26'}
Sent: {'order_id': 1555, 'customer_id': 253, 'product_id': 41, 'quantity': 4, 'price': 372.86, 'order_time': '2026-09-10 20:23:28'}
Sent: {'order_id': 1556, 'customer_id': 236, 'product_id': 15, 'quantity': 2, 'price': 253.38, 'order_time': '2026-09-10 20:23:29'}
Sent: {'order_id': 1557, 'customer_id': 111, 'product_id': 1, 'quantity': 5, 'price': 407.0, 'order_time': '2026-09-10 20:23:30'}
Sent: {'order_id': 1558, 'customer_id': 256, 'product_id': 23, 'quantity': 7, 'price': 271.21, 'order_time': '2026-09-10 20:23:32'}
Sent: {'order_id': 1559, 'customer_id': 180, 'product_id': 35, 'quantity': 6, 'price': 293.23, 'order_time': '2026-09-10 20:23:34'}
Sent: {'order_id': 1560, 'customer_id': 342, 'product_id': 26, 'quantity': 8, 'price': 422.18, 'order_time': '2026-09-10 20:23:35'}
Sent: {'order_id': 1561, 'customer_id': 322, 'product_id': 38, 'quantity': 4, 'price': 317.91, 'order_time': '2026-09-10 20:23:36'}
Sent: {'order_id': 1562, 'customer_id': 363, 'product_id': 27, 'quantity': 4, 'price': 12.98, 'order_time': '2026-09-10 20:23:37'}
Sent: {'order_id': 1563, 'customer_id': 436, 'product_id': 20, 'quantity': 4, 'price': 278.23, 'order_time': '2026-09-10 20:23:39'}
Sent: {'order_id': 1564, 'customer_id': 322, 'product_id': 22, 'quantity': 9, 'price': 425.65, 'order_time': '2026-09-10 20:23:41'}
Sent: {'order_id': 1565, 'customer_id': 282, 'product_id': 41, 'quantity': 2, 'price': 108.22, 'order_time': '2026-09-10 20:23:42'}
Sent: {'order_id': 1566, 'customer_id': 209, 'product_id': 12, 'quantity': 5, 'price': 76.46, 'order_time': '2026-09-10 20:23:44'}
Sent: {'order_id': 1567, 'customer_id': 464, 'product_id': 8, 'quantity': 1, 'price': 54.55, 'order_time': '2026-09-10 20:23:46'}
Sent: {'order_id': 1568, 'customer_id': 197, 'product_id': 34, 'quantity': 1, 'price': 413.58, 'order_time': '2026-09-10 20:23:48'}
Sent: {'order_id': 1569, 'customer_id': 147, 'product_id': 27, 'quantity': 4, 'price': 492.45, 'order_time': '2026-09-10 20:23:49'}
Sent: {'order_id': 1570, 'customer_id': 101, 'product_id': 3, 'quantity': 3, 'price': 130.97, 'order_time': '2026-09-10 20:23:50'}
Sent: {'order_id': 1571, 'customer_id': 469, 'product_id': 29, 'quantity': 10, 'price': 363.4, 'order_time': '2026-09-10 20:23:51'}
Sent: {'order_id': 1572, 'customer_id': 468, 'product_id': 4, 'quantity': 3, 'price': 435.81, 'order_time': '2026-09-10 20:23:53'}
Sent: {'order_id': 1573, 'customer_id': 422, 'product_id': 32, 'quantity': 4, 'price': 291.23, 'order_time': '2026-09-10 20:23:54'}
Sent: {'order_id': 1574, 'customer_id': 130, 'product_id': 4, 'quantity': 8, 'price': 477.1, 'order_time': '2026-09-10 20:23:56'}
Sent: {'order_id': 1575, 'customer_id': 187, 'product_id': 35, 'quantity': 5, 'price': 152.09, 'order_time': '2026-09-10 20:23:57'}
Sent: {'order_id': 1576, 'customer_id': 390, 'product_id': 47, 'quantity': 2, 'price': 379.36, 'order_time': '2026-09-10 20:23:59'}
Sent: {'order_id': 1577, 'customer_id': 312, 'product_id': 38, 'quantity': 2, 'price': 425.56, 'order_time': '2026-09-10 20:24:01'}
Sent: {'order_id': 1578, 'customer_id': 362, 'product_id': 33, 'quantity': 3, 'price': 175.02, 'order_time': '2026-09-10 20:24:02'}
Sent: {'order_id': 1579, 'customer_id': 300, 'product_id': 2, 'quantity': 2, 'price': 494.98, 'order_time': '2026-09-10 20:24:04'}
Sent: {'order_id': 1580, 'customer_id': 280, 'product_id': 3, 'quantity': 7, 'price': 377.59, 'order_time': '2026-09-10 20:24:05'}
Sent: {'order_id': 1581, 'customer_id': 330, 'product_id': 47, 'quantity': 4, 'price': 227.91, 'order_time': '2026-09-10 20:24:07'}
Sent: {'order_id': 1582, 'customer_id': 350, 'product_id': 15, 'quantity': 2, 'price': 148.0, 'order_time': '2026-09-10 20:24:08'}
Sent: {'order_id': 1583, 'customer_id': 329, 'product_id': 23, 'quantity': 9, 'price': 270.23, 'order_time': '2026-09-10 20:24:09'}
Sent: {'order_id': 1584, 'customer_id': 365, 'product_id': 12, 'quantity': 6, 'price': 469.81, 'order_time': '2026-09-10 20:24:11'}
Sent: {'order_id': 1585, 'customer_id': 139, 'product_id': 14, 'quantity': 8, 'price': 467.71, 'order_time': '2026-09-10 20:24:12'}
Sent: {'order_id': 1586, 'customer_id': 429, 'product_id': 20, 'quantity': 7, 'price': 65.31, 'order_time': '2026-09-10 20:24:13'}
Sent: {'order_id': 1587, 'customer_id': 367, 'product_id': 46, 'quantity': 1, 'price': 212.51, 'order_time': '2026-09-10 20:24:14'}
Sent: {'order_id': 1588, 'customer_id': 291, 'product_id': 19, 'quantity': 5, 'price': 309.91, 'order_time': '2026-09-10 20:24:16'}
Sent: {'order_id': 1589, 'customer_id': 416, 'product_id': 46, 'quantity': 7, 'price': 198.99, 'order_time': '2026-09-10 20:24:17'}
Sent: {'order_id': 1590, 'customer_id': 471, 'product_id': 26, 'quantity': 9, 'price': 215.84, 'order_time': '2026-09-10 20:24:19'}
Sent: {'order_id': 1591, 'customer_id': 357, 'product_id': 2, 'quantity': 1, 'price': 261.73, 'order_time': '2026-09-10 20:24:20'}
Sent: {'order_id': 1592, 'customer_id': 442, 'product_id': 34, 'quantity': 4, 'price': 478.5, 'order_time': '2026-09-10 20:24:22'}
Sent: {'order_id': 1593, 'customer_id': 296, 'product_id': 40, 'quantity': 3, 'price': 29.23, 'order_time': '2026-09-10 20:24:24'}
Sent: {'order_id': 1594, 'customer_id': 438, 'product_id': 47, 'quantity': 9, 'price': 380.03, 'order_time': '2026-09-10 20:24:25'}
Sent: {'order_id': 1595, 'customer_id': 271, 'product_id': 27, 'quantity': 6, 'price': 134.4, 'order_time': '2026-09-10 20:24:27'}
Sent: {'order_id': 1596, 'customer_id': 248, 'product_id': 10, 'quantity': 1, 'price': 369.9, 'order_time': '2026-09-10 20:24:28'}
Sent: {'order_id': 1597, 'customer_id': 449, 'product_id': 33, 'quantity': 5, 'price': 66.0, 'order_time': '2026-09-10 20:24:29'}
Sent: {'order_id': 1598, 'customer_id': 120, 'product_id': 23, 'quantity': 9, 'price': 200.4, 'order_time': '2026-09-10 20:24:31'}
Sent: {'order_id': 1599, 'customer_id': 255, 'product_id': 24, 'quantity': 3, 'price': 61.85, 'order_time': '2026-09-10 20:24:33'}
Sent: {'order_id': 1600, 'customer_id': 105, 'product_id': 50, 'quantity': 8, 'price': 369.3, 'order_time': '2026-09-10 20:24:34'}
Sent: {'order_id': 1601, 'customer_id': 180, 'product_id': 15, 'quantity': 4, 'price': 102.35, 'order_time': '2026-09-10 20:24:36'}
Sent: {'order_id': 1602, 'customer_id': 174, 'product_id': 34, 'quantity': 5, 'price': 451.58, 'order_time': '2026-09-10 20:24:38'}
Sent: {'order_id': 1603, 'customer_id': 384, 'product_id': 38, 'quantity': 1, 'price': 495.8, 'order_time': '2026-09-10 20:24:39'}
Sent: {'order_id': 1604, 'customer_id': 213, 'product_id': 39, 'quantity': 6, 'price': 6.21, 'order_time': '2026-09-10 20:24:40'}
Sent: {'order_id': 1605, 'customer_id': 131, 'product_id': 13, 'quantity': 7, 'price': 374.01, 'order_time': '2026-09-10 20:24:41'}
Sent: {'order_id': 1606, 'customer_id': 255, 'product_id': 37, 'quantity': 3, 'price': 60.92, 'order_time': '2026-09-10 20:24:43'}
